Time,"DIVERGENCE","P","Points:0","Points:1","Points:2","Q","T","U","V","VORTICITY_X","VORTICITY_Y","VORTICITY_Z","W"
49,-0.059702,0.55379,-0.5175,-0.050969,0,-1.2296,0.80853,0.020289,-0.062027,0,0,2.5314,0
49,-0.073982,0.55725,-0.51086,-0.050316,0,-0.34324,0.86927,0.011506,-0.044951,0,0,3.0326,0
49,-0.23938,0.56079,-0.50423,-0.049662,0,0.045525,0.9331,0.0047432,-0.024275,0,0,3.4922,0
49,-0.55591,0.56442,-0.49759,-0.049009,0,-0.063244,1,-3.16e-18,3.2167e-18,0,0,3.9102,0
49,-0.057585,0.56076,-0.51833,-0.033979,0,-1.5016,0.81276,0.016144,-0.040569,0,0,1.7342,0
49,0.033122,0.56445,-0.51151,-0.033535,0,-0.63812,0.87501,0.0079909,-0.028933,0,0,1.9752,0
49,0.018679,0.56907,-0.50468,-0.033091,0,-0.12976,0.93743,0.0026096,-0.01541,0,0,2.1988,0
49,-0.10091,0.57465,-0.49786,-0.032646,0,0.023497,1,1.626e-18,1.1037e-19,0,0,2.4053,0
49,-0.053478,0.56476,-0.51916,-0.01699,0,-1.6052,0.81263,0.014156,-0.019466,0,0,0.88313,0
49,0.04204,0.56847,-0.51233,-0.016763,0,-0.77544,0.87492,0.0065399,-0.013604,0,0,0.9396,0
49,0.066677,0.57313,-0.5055,-0.016537,0,-0.22889,0.93738,0.0018211,-0.0071154,0,0,1.005,0
49,0.020434,0.57872,-0.49866,-0.01631,0,0.034475,1,3.0977e-18,-4.1388e-18,0,0,1.0794,0
49,-0.04738,0.56579,-0.52,0,0,-1.5403,0.80814,0.014327,0.0012822,0,0,-0.021898,0
49,-0.047227,0.56933,-0.51333,0,0,-0.75521,0.86901,0.0071534,0.001036,0,0,-0.074091,0
49,-0.09539,0.57295,-0.50667,0,0,-0.25187,0.93296,0.0023776,0.00060863,0,0,-0.089292,0
49,-0.19187,0.57663,-0.5,0,0,-0.030308,1,1.2552e-18,-9.5309e-18,0,0,-0.067501,0
49,-0.070734,0.51417,-0.51001,-0.10145,0,-0.33148,0.80964,0.038003,-0.12181,0,0,5.0348,0
49,-0.10102,0.5174,-0.50347,-0.10015,0,0.5669,0.87004,0.02444,-0.088308,0,0,6.014,0
49,-0.38509,0.52074,-0.49693,-0.098846,0,0.60343,0.93349,0.011772,-0.047705,0,0,6.9479,0
49,-0.92294,0.52419,-0.49039,-0.097545,0,-0.22187,1,-1.7083e-18,2.0525e-17,0,0,7.8366,0
49,-0.059365,0.53018,-0.5125,-0.084621,0,-0.73916,0.81361,0.029834,-0.1008,0,0,4.3695,0
49,0.022261,0.53367,-0.50576,-0.08351,0,0.030349,0.87558,0.017825,-0.071758,0,0,4.9398,0
49,-0.033193,0.53811,-0.49901,-0.082399,0,0.27801,0.93771,0.007881,-0.038159,0,0,5.4847,0
49,-0.22572,0.54349,-0.49226,-0.081288,0,0.0038186,1,4.2612e-19,1.861e-17,0,0,6.0039,0
49,-0.046733,0.54338,-0.515,-0.067795,0,-1.0426,0.81324,0.023929,-0.080869,0,0,3.5377,0
49,0.049774,0.54696,-0.50822,-0.0669,0,-0.37599,0.87533,0.013514,-0.057305,0,0,3.9319,0
49,0.11467,0.55146,-0.50144,-0.066004,0,-0.016407,0.93758,0.005538,-0.030349,0,0,4.3259,0
49,0.14794,0.5569,-0.49466,-0.065109,0,0.03619,1,1.6055e-19,8.6956e-18,0,0,4.7197,0
49,-0.032837,0.55379,-0.5175,-0.050969,0,-1.2417,0.80853,0.020289,-0.062027,0,0,2.5394,0
49,-0.018485,0.55725,-0.51086,-0.050316,0,-0.65212,0.86927,0.011506,-0.044951,0,0,2.9901,0
49,0.05848,0.56079,-0.50423,-0.049662,0,-0.27981,0.9331,0.0047432,-0.024275,0,0,3.4715,0
49,0.19806,0.56442,-0.49759,-0.049009,0,-0.12476,1,-2.505e-18,-9.2191e-18,0,0,3.9838,0
49,-0.07976,0.44913,-0.49761,-0.15095,0,1.0672,0.81147,0.066129,-0.17484,0,0,7.4238,0
49,-0.126,0.45197,-0.49123,-0.14901,0,1.8668,0.87129,0.044945,-0.12663,0,0,8.8355,0
49,-0.51973,0.45498,-0.48485,-0.14708,0,1.3481,0.93413,0.022902,-0.068353,0,0,10.2,0
49,-1.2609,0.45816,-0.47847,-0.14514,0,-0.48893,1,-1.1049e-17,3.8527e-17,0,0,11.517,0
49,-0.058649,0.47327,-0.50174,-0.13445,0,0.60975,0.81516,0.054282,-0.1554,0,0,6.9031,0
49,0.010351,0.47643,-0.49514,-0.13268,0,1.1587,0.87663,0.035344,-0.11046,0,0,7.7723,0
49,-0.08452,0.48052,-0.48853,-0.13091,0,0.94807,0.93824,0.01725,-0.058659,0,0,8.6086,0
49,-0.34326,0.48555,-0.48193,-0.12915,0,-0.022106,1,-8.0904e-18,-1.3595e-18,0,0,9.4119,0
49,-0.03774,0.49495,-0.50587,-0.11795,0,0.13436,0.81455,0.044906,-0.13772,0,0,6.1091,0
49,0.055658,0.49824,-0.49922,-0.11639,0,0.5287,0.87621,0.028509,-0.097683,0,0,6.8182,0
49,0.15849,0.50244,-0.49256,-0.11484,0,0.49321,0.93802,0.01354,-0.051777,0,0,7.518,0
49,0.27075,0.50756,-0.4859,-0.11328,0,0.027906,1,-4.9035e-18,-1.0389e-17,0,0,8.2085,0
49,-0.017035,0.51417,-0.51001,-0.10145,0,-0.35899,0.80964,0.038003,-0.12181,0,0,5.0419,0
49,0.0099196,0.5174,-0.50347,-0.10015,0,-0.023187,0.87004,0.02444,-0.088308,0,0,5.9731,0
49,0.2093,0.52074,-0.49693,-0.098846,0,-0.016489,0.93349,0.011772,-0.047705,0,0,6.9281,0
49,0.58109,0.52419,-0.49039,-0.097545,0,-0.3389,1,-1.4881e-18,1.1438e-17,0,0,7.9067,0
49,-0.086618,0.36214,-0.48042,-0.19899,0,2.8289,0.81404,0.10253,-0.21831,0,0,9.6434,0
49,-0.14812,0.36449,-0.47426,-0.19644,0,3.4146,0.87305,0.071414,-0.15785,0,0,11.423,0
49,-0.63934,0.36706,-0.4681,-0.19389,0,2.1942,0.93504,0.037239,-0.085076,0,0,13.155,0
49,-1.5603,0.36987,-0.46194,-0.19134,0,-0.83231,1,-1.1613e-17,2.8132e-17,0,0,14.839,0
49,-0.055673,0.39313,-0.48615,-0.18298,0,2.4086,0.81744,0.087627,-0.20144,0,0,9.2763,0
49,-0.0022012,0.39581,-0.47975,-0.18057,0,2.6223,0.87815,0.059171,-0.14291,0,0,10.398,0
49,-0.13365,0.39942,-0.47335,-0.17817,0,1.8022,0.939,0.029962,-0.07576,0,0,11.481,0
49,-0.45002,0.40394,-0.46695,-0.17576,0,-0.051581,1,-8.9876e-18,6.6192e-18,0,0,12.524,0
49,-0.026869,0.42212,-0.49188,-0.16696,0,1.8042,0.81658,0.075494,-0.18695,0,0,8.5382,0
49,0.059604,0.42497,-0.4854,-0.16476,0,1.837,0.87756,0.050348,-0.1325,0,0,9.5228,0
49,0.19694,0.42873,-0.47893,-0.16256,0,1.2391,0.9387,0.025183,-0.070185,0,0,10.49,0
49,0.38513,0.43338,-0.47246,-0.16036,0,0.010428,1,-8.1909e-18,1.0249e-17,0,0,11.438,0
49,-0.00020538,0.44913,-0.49761,-0.15095,0,1.0156,0.81147,0.066129,-0.17484,0,0,7.4293,0
49,0.037296,0.45197,-0.49123,-0.14901,0,1.0588,0.87129,0.044945,-0.12663,0,0,8.7973,0
49,0.35242,0.45498,-0.48485,-0.14708,0,0.50489,0.93413,0.022902,-0.068353,0,0,10.181,0
49,0.94516,0.45816,-0.47847,-0.14514,0,-0.64628,1,-9.2228e-18,3.9021e-17,0,0,11.582,0
49,-0.091209,0.25785,-0.4586,-0.24513,0,4.7711,0.81735,0.1444,-0.25001,0,0,11.638,0
49,-0.16647,0.2596,-0.45272,-0.24198,0,5.0311,0.87532,0.10176,-0.18034,0,0,13.704,0
49,-0.73941,0.26165,-0.44684,-0.23884,0,3.0378,0.9362,0.05362,-0.097,0,0,15.723,0
49,-1.8101,0.26399,-0.44096,-0.2357,0,-1.2089,1,-3.5326e-17,6.4417e-17,0,0,17.696,0
49,-0.050468,0.29401,-0.46587,-0.22975,0,4.4719,0.82043,0.12732,-0.23655,0,0,11.43,0
49,-0.015011,0.29612,-0.45974,-0.22673,0,4.2559,0.88016,0.08743,-0.16739,0,0,12.745,0
49,-0.17899,0.29912,-0.4536,-0.22371,0,2.7382,0.94001,0.04499,-0.088539,0,0,14.015,0
49,-0.54241,0.30299,-0.44747,-0.22068,0,-0.081343,1,-8.0622e-18,4.6137e-17,0,0,15.242,0
49,-0.014317,0.32877,-0.47314,-0.21437,0,3.7964,0.81932,0.11336,-0.22598,0,0,10.767,0
