Time,"DIVERGENCE","P","Points:0","Points:1","Points:2","Q","T","U","V","VORTICITY_X","VORTICITY_Y","VORTICITY_Z","W"
88,-0.057372,0.55757,-0.5175,-0.050969,0,-1.3211,0.80859,0.019242,-0.051215,0,0,2.0644,0
88,-0.069488,0.56105,-0.51086,-0.050316,0,-0.44583,0.86932,0.010763,-0.037319,0,0,2.508,0
88,-0.21543,0.5646,-0.50423,-0.049662,0,-0.021746,0.93312,0.0043494,-0.020248,0,0,2.9102,0
88,-0.49521,0.56823,-0.49759,-0.049009,0,-0.048824,1,-2.2474e-18,1.0804e-17,0,0,3.2713,0
88,-0.056869,0.56381,-0.51833,-0.033979,0,-1.5624,0.81281,0.015454,-0.029928,0,0,1.2504,0
88,0.034664,0.56751,-0.51151,-0.033535,0,-0.69619,0.87504,0.007509,-0.021583,0,0,1.4596,0
88,0.026747,0.57214,-0.50468,-0.033091,0,-0.16671,0.93744,0.0023578,-0.011607,0,0,1.6526,0
88,-0.08062,0.57772,-0.49786,-0.032646,0,0.026061,1,-1.1536e-18,1.0092e-17,0,0,1.8293,0
88,-0.054341,0.56708,-0.51916,-0.01699,0,-1.6312,0.81266,0.013815,-0.0087972,0,0,0.39907,0
88,0.040594,0.57079,-0.51233,-0.016763,0,-0.78742,0.87494,0.0063053,-0.0062331,0,0,0.42357,0
88,0.058743,0.57545,-0.5055,-0.016537,0,-0.23267,0.93739,0.0017004,-0.0033007,0,0,0.45805,0
88,0.00010602,0.58105,-0.49866,-0.01631,0,0.03308,1,3.4027e-19,4.7807e-18,0,0,0.50252,0
88,-0.049788,0.56736,-0.52,0,0,-1.5275,0.80816,0.014325,0.012179,0,0,-0.48967,0
88,-0.051698,0.57091,-0.51333,0,0,-0.71954,0.86902,0.0071523,0.0087306,0,0,-0.60019,0
88,-0.11945,0.57452,-0.50667,0,0,-0.21961,0.93297,0.0023773,0.004671,0,0,-0.67333,0
88,-0.25303,0.5782,-0.5,0,0,-0.027768,1,2.2341e-18,-5.1307e-18,0,0,-0.7091,0
88,-0.068517,0.52005,-0.51001,-0.10145,0,-0.51926,0.80975,0.035946,-0.11127,0,0,4.5708,0
88,-0.096555,0.52331,-0.50347,-0.10015,0,0.38478,0.87011,0.022982,-0.080882,0,0,5.4947,0
88,-0.36152,0.52667,-0.49693,-0.098846,0,0.49559,0.93353,0.011,-0.043791,0,0,6.3735,0
88,-0.8634,0.53014,-0.49039,-0.097545,0,-0.18681,1,-2.4095e-18,1.7766e-17,0,0,7.2073,0
88,-0.058817,0.53538,-0.5125,-0.084621,0,-0.90747,0.8137,0.028139,-0.090366,0,0,3.8881,0
88,0.023907,0.5389,-0.50576,-0.08351,0,-0.11344,0.87565,0.016646,-0.064562,0,0,4.4283,0
88,-0.025042,0.54336,-0.49901,-0.082399,0,0.19163,0.93774,0.0072667,-0.03444,0,0,4.9438,0
88,-0.20566,0.54876,-0.49226,-0.081288,0,0.0077405,1,6.9142e-19,7.8789e-18,0,0,5.4348,0
88,-0.047756,0.54789,-0.515,-0.067795,0,-1.1773,0.81332,0.022571,-0.070346,0,0,3.0554,0
88,0.048459,0.55148,-0.50822,-0.0669,0,-0.47591,0.87538,0.012573,-0.050041,0,0,3.4185,0
88,0.10697,0.556,-0.50144,-0.066004,0,-0.071376,0.93761,0.0050498,-0.026592,0,0,3.7825,0
88,0.12779,0.56145,-0.49466,-0.065109,0,0.036332,1,1.6209e-18,6.1989e-19,0,0,4.1473,0
88,-0.035334,0.55757,-0.5175,-0.050969,0,-1.3287,0.80859,0.019242,-0.051215,0,0,2.0725,0
88,-0.0229,0.56105,-0.51086,-0.050316,0,-0.70263,0.86932,0.010763,-0.037319,0,0,2.4654,0
88,0.034528,0.5646,-0.50423,-0.049662,0,-0.29343,0.93312,0.0043494,-0.020248,0,0,2.8895,0
88,0.13695,0.56823,-0.49759,-0.049009,0,-0.10103,1,3.7902e-19,-4.0106e-18,0,0,3.345,0
88,-0.077684,0.4569,-0.49761,-0.15095,0,0.79172,0.81162,0.063139,-0.16477,0,0,6.9657,0
88,-0.12162,0.45979,-0.49123,-0.14901,0,1.6154,0.87139,0.04283,-0.11955,0,0,8.3259,0
88,-0.49685,0.46283,-0.48485,-0.14708,0,1.2063,0.93419,0.021783,-0.064631,0,0,9.6391,0
88,-1.2034,0.46603,-0.47847,-0.14514,0,-0.43548,1,-8.2139e-18,3.0555e-17,0,0,10.905,0
88,-0.05829,0.48045,-0.50174,-0.13445,0,0.34196,0.8153,0.051644,-0.14536,0,0,6.4272,0
88,0.012088,0.48365,-0.49514,-0.13268,0,0.93727,0.87672,0.033513,-0.10355,0,0,7.2689,0
88,-0.076378,0.48777,-0.48853,-0.13091,0,0.81761,0.93828,0.016298,-0.055098,0,0,8.0787,0
88,-0.32369,0.49283,-0.48193,-0.12915,0,-0.017021,1,-2.7525e-18,4.2573e-17,0,0,8.8565,0
88,-0.038933,0.5015,-0.50587,-0.11795,0,-0.10236,0.81467,0.042579,-0.12753,0,0,5.6313,0
88,0.054494,0.50482,-0.49922,-0.11639,0,0.34648,0.87629,0.026897,-0.090661,0,0,6.3115,0
88,0.15113,0.50905,-0.49256,-0.11484,0,0.39046,0.93806,0.012704,-0.048152,0,0,6.9836,0
88,0.25099,0.5142,-0.4859,-0.11328,0,0.029596,1,8.0253e-20,4.1334e-17,0,0,7.6474,0
88,-0.019613,0.52005,-0.51001,-0.10145,0,-0.54121,0.80975,0.035946,-0.11127,0,0,4.5781,0
88,0.0055927,0.52331,-0.50347,-0.10015,0,-0.15696,0.87011,0.022982,-0.080882,0,0,5.4538,0
88,0.18568,0.52667,-0.49693,-0.098846,0,-0.075098,0.93353,0.011,-0.043791,0,0,6.3537,0
88,0.52066,0.53014,-0.49039,-0.097545,0,-0.29563,1,2.8449e-19,2.6837e-17,0,0,7.2777,0
88,-0.084719,0.37147,-0.48042,-0.19899,0,2.4791,0.81422,0.098723,-0.20888,0,0,9.1945,0
88,-0.14391,0.37387,-0.47426,-0.19644,0,3.1084,0.87318,0.068732,-0.15125,0,0,10.929,0
88,-0.61752,0.37649,-0.4681,-0.19389,0,2.0274,0.9351,0.035824,-0.081622,0,0,12.615,0
88,-1.5056,0.37933,-0.46194,-0.19134,0,-0.76399,1,-1.8353e-17,2.014e-17,0,0,14.253,0
88,-0.055523,0.40198,-0.48615,-0.18298,0,2.0547,0.81761,0.084149,-0.19198,0,0,8.8091,0
88,-0.00038892,0.40473,-0.47975,-0.18057,0,2.3359,0.87826,0.056764,-0.13642,0,0,9.9077,0
88,-0.12562,0.40838,-0.47335,-0.17817,0,1.6358,0.93906,0.028714,-0.07243,0,0,10.968,0
88,-0.43122,0.41294,-0.46695,-0.17576,0,-0.045601,1,-6.3839e-18,2.3729e-17,0,0,11.99,0
88,-0.028239,0.43046,-0.49188,-0.16696,0,1.4774,0.81674,0.072287,-0.17728,0,0,8.0681,0
88,0.05861,0.43336,-0.4854,-0.16476,0,1.583,0.87767,0.04813,-0.12586,0,0,9.0274,0
88,0.19002,0.43716,-0.47893,-0.16256,0,1.095,0.93876,0.024034,-0.066766,0,0,9.9699,0
88,0.366,0.44184,-0.47246,-0.16036,0,0.013598,1,-1.9577e-18,3.4175e-17,0,0,10.896,0
88,-0.0028661,0.4569,-0.49761,-0.15095,0,0.74724,0.81162,0.063139,-0.16477,0,0,6.9715,0
88,0.033089,0.45979,-0.49123,-0.14901,0,0.84951,0.87139,0.04283,-0.11955,0,0,8.2877,0
88,0.32941,0.46283,-0.48485,-0.14708,0,0.40497,0.93419,0.021783,-0.064631,0,0,9.6205,0
88,0.8861,0.46603,-0.47847,-0.14514,0,-0.58639,1,-5.0743e-18,5.1478e-17,0,0,10.97,0
88,-0.089529,0.26827,-0.4586,-0.24513,0,4.3655,0.81756,0.13995,-0.24142,0,0,11.202,0
88,-0.16251,0.27009,-0.45272,-0.24198,0,4.6894,0.87546,0.098631,-0.17436,0,0,13.23,0
88,-0.7191,0.27219,-0.44684,-0.23884,0,2.8574,0.93628,0.05198,-0.093888,0,0,15.211,0
88,-1.7593,0.27457,-0.44096,-0.2357,0,-1.1305,1,-4.2392e-17,8.522e-17,0,0,17.146,0
88,-0.050559,0.30413,-0.46587,-0.22975,0,4.0506,0.82063,0.12315,-0.22785,0,0,10.976,0
88,-0.013138,0.30631,-0.45974,-0.22673,0,3.9221,0.88029,0.084557,-0.16146,0,0,12.273,0
88,-0.1712,0.30936,-0.4536,-0.22371,0,2.547,0.94008,0.043507,-0.085511,0,0,13.527,0
88,-0.52474,0.31329,-0.44747,-0.22068,0,-0.07483,1,-3.9091e-17,2.674e-17,0,0,14.738,0
88,-0.015885,0.33853,-0.47314,-0.21437,0,3.3967,0.81952,0.10941,-0.21701,0,0,10.308,0
88,0.06072,0.3409,-0.46692,-0.21155,0,3.0938,0.87953,0.074591,-0.15376,0,0,11.494,0
88,0.22249,0.34413,-0.46069,-0.20872,0,1.9581,0.93969,0.038122,-0.081422,0,0,12.656,0
88,0.46942,0.3482,-0.45446,-0.2059,0,-0.010315,1,-2.9619e-17,7.5747e-18,0,0,13.792,0
88,0.014495,0.37147,-0.48042,-0.19899,0,2.4038,0.81422,0.098723,-0.20888,0,0,9.1984,0
88,0.059058,0.37387,-0.47426,-0.19644,0,2.2042,0.87318,0.068732,-0.15125,0,0,10.894,0
88,0.46196,0.37649,-0.4681,-0.19389,0,1.0907,0.9351,0.035824,-0.081622,0,0,12.598,0
88,1.2232,0.37933,-0.46194,-0.19134,0,-0.93692,1,-1.3976e-17,2.7723e-17,0,0,14.311,0
88,-0.092003,0.15271,-0.43236,-0.2889,0,6.2499,0.82165,0.18357,-0.26092,0,0,12.936,0
88,-0.17669,0.15389,-0.42682,-0.28519,0,6.177,0.87827,0.13011,-0.18785,0,0,15.165,0
88,-0.79833,0.1554,-0.42128,-0.28149,0,3.5974,0.93772,0.068914,-0.10088,0,0,17.351,0
88,-1.9569,0.15726,-0.41574,-0.27779,0,-1.489,1,-2.0291e-17,3.0109e-17,0,0,19.493,0
88,-0.043814,0.19203,-0.44111,-0.27431,0,6.1148,0.82438,0.16559,-0.25129,0,0,12.872,0
88,-0.025677,0.19357,-0.4353,-0.2707,0,5.5129,0.88281,0.11465,-0.17748,0,0,14.298,0
88,-0.2115,0.19592,-0.42949,-0.26709,0,3.4408,0.94135,0.059454,-0.093715,0,0,15.678,0
88,-0.60129,0.19909,-0.42368,-0.26348,0,-0.10149,1,-3.315e-17,4.3387e-17,0,0,17.012,0
88,-0.0024524,0.23055,-0.44985,-0.25972,0,5.4487,0.82302,0.15105,-0.24478,0,0,12.294,0
88,0.060862,0.2323,-0.44393,-0.25629,0,4.7032,0.88187,0.10416,-0.17298,0,0,13.643,0
88,0.24765,0.23485,-0.43801,-0.25287,0,2.8738,0.94087,0.05381,-0.091386,0,0,14.96,0
88,0.55792,0.2382,-0.43209,-0.24945,0,-0.039581,1,-3.4124e-17,4.0665e-17,0,0,16.246,0
88,0.032084,0.26827,-0.4586,-0.24513,0,4.2517,0.81756,0.13995,-0.24142,0,0,11.204,0
88,0.082923,0.27009,-0.45272,-0.24198,0,3.7481,0.87546,0.098631,-0.17436,0,0,13.2,0
88,0.57914,0.27219,-0.44684,-0.23884,0,1.8964,0.93628,0.05198,-0.093888,0,0,15.197,0
88,1.5207,0.27457,-0.44096,-0.2357,0,-1.3032,1,-2.3212e-17,2.1943e-17,0,0,17.195,0
88,-0.092146,0.030824,-0.40196,-0.32989,0,7.9227,0.82652,0.22605,-0.26681,0,0,14.346,0
88,-0.18575,0.031322,-0.39681,-0.32566,0,7.3932,0.8816,0.16054,-0.19134,0,0,16.674,0
88,-0.85224,0.032202,-0.39166,-0.32143,0,4.1544,0.93943,0.085188,-0.1024,0,0,18.964,0
88,-2.0916,0.033463,-0.38651,-0.3172,0,-1.7938,1,-9.6605e-18,8.8464e-17,0,0,21.215,0
88,-0.035588,0.071537,-0.4121,-0.31622,0,8.0203,0.82889,0.20805,-0.26142,0,0,14.442,0
88,-0.037557,0.072396,-0.40667,-0.31206,0,6.9218,0.88582,0.14456,-0.1839,0,0,15.922,0
88,-0.24516,0.073977,-0.40124,-0.3079,0,4.2076,0.94286,0.075211,-0.096754,0,0,17.353,0
88,-0.6584,0.07628,-0.39582,-0.30374,0,-0.12244,1,-6.1589e-17,9.8002e-17,0,0,18.737,0
88,0.011579,0.11217,-0.42223,-0.30256,0,7.4113,0.82726,0.19389,-0.25946,0,0,13.972,0
88,0.059112,0.11325,-0.41668,-0.29857,0,6.2259,0.88471,0.13442,-0.18273,0,0,15.41,0
88,0.26485,0.11504,-0.41112,-0.29459,0,3.7318,0.94229,0.069787,-0.096245,0,0,16.812,0
88,0.62878,0.11755,-0.40556,-0.2906,0,-0.071173,1,-7.2831e-17,9.154e-17,0,0,18.176,0
88,0.049354,0.15271,-0.43236,-0.2889,0,6.0957,0.82165,0.18357,-0.26092,0,0,12.936,0
