Time,"DIVERGENCE","P","Points:0","Points:1","Points:2","Q","T","U","V","VORTICITY_X","VORTICITY_Y","VORTICITY_Z","W"
58,-0.057054,0.56095,-0.5175,-0.050969,0,-1.3292,0.80861,0.019102,-0.049839,0,0,2.0136,0
58,-0.068832,0.56443,-0.51086,-0.050316,0,-0.45743,0.86933,0.010661,-0.036309,0,0,2.444,0
58,-0.21199,0.56799,-0.50423,-0.049662,0,-0.030085,0.93313,0.0042943,-0.019696,0,0,2.8331,0
58,-0.48653,0.57161,-0.49759,-0.049009,0,-0.047197,1,-7.8772e-19,1.4015e-17,0,0,3.1811,0
58,-0.056756,0.56691,-0.51833,-0.033979,0,-1.5674,0.81282,0.015362,-0.028577,0,0,1.1973,0
58,0.034874,0.57061,-0.51151,-0.033535,0,-0.70215,0.87505,0.0074433,-0.020611,0,0,1.3968,0
58,0.02788,0.57524,-0.50468,-0.033091,0,-0.17092,0.93744,0.0023227,-0.011086,0,0,1.5803,0
58,-0.077736,0.58082,-0.49786,-0.032646,0,0.02633,1,-1.5616e-18,6.4865e-18,0,0,1.7477,0
58,-0.054432,0.5699,-0.51916,-0.01699,0,-1.6327,0.81267,0.013769,-0.0074473,0,0,0.3461,0
58,0.040375,0.57361,-0.51233,-0.016763,0,-0.78766,0.87495,0.0062735,-0.0052621,0,0,0.36094,0
58,0.057602,0.57827,-0.5055,-0.016537,0,-0.23248,0.93739,0.0016837,-0.0027797,0,0,0.38594,0
58,-0.0027533,0.58386,-0.49866,-0.01631,0,0.032878,1,-9.6406e-19,6.4382e-19,0,0,0.42111,0
58,-0.050083,0.56989,-0.52,0,0,-1.5252,0.80816,0.014325,0.013551,0,0,-0.54002,0
58,-0.052328,0.57344,-0.51333,0,0,-0.71398,0.86902,0.0071523,0.0097384,0,0,-0.66368,0
58,-0.12283,0.57705,-0.50667,0,0,-0.21477,0.93297,0.0023773,0.0052213,0,0,-0.74988,0
58,-0.26158,0.58074,-0.5,0,0,-0.027552,1,1.0049e-18,-3.5131e-18,0,0,-0.79862,0
58,-0.068174,0.5243,-0.51001,-0.10145,0,-0.53821,0.80978,0.035662,-0.10989,0,0,4.519,0
58,-0.095864,0.52756,-0.50347,-0.10015,0,0.36259,0.87013,0.022775,-0.079867,0,0,5.4293,0
58,-0.35796,0.53092,-0.49693,-0.098846,0,0.48128,0.93354,0.010888,-0.043237,0,0,6.2948,0
58,-0.85447,0.53439,-0.49039,-0.097545,0,-0.18212,1,-4.0812e-19,3.2643e-17,0,0,7.1153,0
58,-0.058682,0.53934,-0.5125,-0.084621,0,-0.92439,0.81373,0.027908,-0.089009,0,0,3.8342,0
58,0.024115,0.54286,-0.50576,-0.08351,0,-0.13026,0.87566,0.016481,-0.063586,0,0,4.3644,0
58,-0.023894,0.54732,-0.49901,-0.082399,0,0.18059,0.93775,0.0071787,-0.033916,0,0,4.8703,0
58,-0.20271,0.55271,-0.49226,-0.081288,0,0.0081527,1,-2.8484e-18,2.1526e-17,0,0,5.3519,0
58,-0.047827,0.55156,-0.515,-0.067795,0,-1.1906,0.81334,0.022388,-0.068992,0,0,3.0017,0
58,0.048232,0.55515,-0.50822,-0.0669,0,-0.48692,0.8754,0.012443,-0.049066,0,0,3.3551,0
58,0.10581,0.55967,-0.50144,-0.066004,0,-0.077972,0.93762,0.0049807,-0.026069,0,0,3.7096,0
58,0.12492,0.56512,-0.49466,-0.065109,0,0.036261,1,-2.3172e-18,1.6923e-17,0,0,4.065,0
58,-0.03561,0.56095,-0.5175,-0.050969,0,-1.3368,0.80861,0.019102,-0.049839,0,0,2.0217,0
58,-0.023513,0.56443,-0.51086,-0.050316,0,-0.70739,0.86933,0.010661,-0.036309,0,0,2.4014,0
58,0.031164,0.56799,-0.50423,-0.049662,0,-0.29439,0.93313,0.0042943,-0.019696,0,0,2.8124,0
58,0.12842,0.57161,-0.49759,-0.049009,0,-0.097796,1,1.1853e-18,1.8833e-17,0,0,3.2548,0
58,-0.07731,0.46203,-0.49761,-0.15095,0,0.76149,0.81166,0.062702,-0.16338,0,0,6.9121,0
58,-0.12089,0.46492,-0.49123,-0.14901,0,1.5823,0.87142,0.042512,-0.11853,0,0,8.2584,0
58,-0.49314,0.46797,-0.48485,-0.14708,0,1.1859,0.9342,0.021611,-0.064072,0,0,9.5577,0
58,-1.1941,0.47116,-0.47847,-0.14514,0,-0.42768,1,-1.0855e-17,4.8399e-17,0,0,10.81,0
58,-0.058132,0.48529,-0.50174,-0.13445,0,0.31268,0.81534,0.051266,-0.14399,0,0,6.3716,0
58,0.012296,0.48848,-0.49514,-0.13268,0,0.9093,0.87674,0.033243,-0.10257,0,0,7.2032,0
58,-0.075201,0.49261,-0.48853,-0.13091,0,0.79959,0.9383,0.016155,-0.05457,0,0,8.003,0
58,-0.32063,0.49766,-0.48193,-0.12915,0,-0.016452,1,-9.8094e-18,3.8586e-17,0,0,8.7711,0
58,-0.038987,0.50604,-0.50587,-0.11795,0,-0.12781,0.81471,0.042252,-0.12617,0,0,5.5763,0
58,0.054256,0.50936,-0.49922,-0.11639,0,0.3245,0.87631,0.026664,-0.08968,0,0,6.2466,0
58,0.14994,0.51359,-0.49256,-0.11484,0,0.37699,0.93808,0.01258,-0.047625,0,0,6.9088,0
58,0.24807,0.51873,-0.4859,-0.11328,0,0.029653,1,-4.7635e-18,2.5573e-17,0,0,7.563,0
58,-0.019874,0.5243,-0.51001,-0.10145,0,-0.56,0.80978,0.035662,-0.10989,0,0,4.5263,0
58,0.0049908,0.52756,-0.50347,-0.10015,0,-0.17212,0.87013,0.022775,-0.079867,0,0,5.3885,0
58,0.18229,0.53092,-0.49693,-0.098846,0,-0.081902,0.93354,0.010888,-0.043237,0,0,6.2749,0
58,0.51202,0.53439,-0.49039,-0.097545,0,-0.28936,1,4.2823e-18,9.3595e-18,0,0,7.1857,0
58,-0.084311,0.37751,-0.48042,-0.19899,0,2.4369,0.81428,0.098121,-0.20748,0,0,9.1383,0
58,-0.14312,0.37992,-0.47426,-0.19644,0,3.0639,0.87322,0.068294,-0.15022,0,0,10.858,0
58,-0.6136,0.38254,-0.4681,-0.19389,0,2.0006,0.93512,0.035587,-0.081058,0,0,12.53,0
58,-1.4957,0.38537,-0.46194,-0.19134,0,-0.75299,1,-1.2221e-17,5.2484e-17,0,0,14.154,0
58,-0.05534,0.40772,-0.48615,-0.18298,0,2.0124,0.81766,0.083613,-0.1906,0,0,8.7511,0
58,-0.00017806,0.41047,-0.47975,-0.18057,0,2.2964,0.8783,0.056382,-0.13543,0,0,9.8391,0
58,-0.1244,0.41412,-0.47335,-0.17817,0,1.6107,0.93908,0.028511,-0.071897,0,0,10.889,0
58,-0.42801,0.41867,-0.46695,-0.17576,0,-0.044857,1,-9.9485e-18,5.1531e-17,0,0,11.901,0
58,-0.028275,0.43589,-0.49188,-0.16696,0,1.4392,0.81678,0.071807,-0.17591,0,0,8.011,0
58,0.058359,0.4388,-0.4854,-0.16476,0,1.5497,0.8777,0.047788,-0.12487,0,0,8.9599,0
58,0.18878,0.44259,-0.47893,-0.16256,0,1.0745,0.93877,0.023852,-0.066235,0,0,9.8923,0
58,0.36299,0.44727,-0.47246,-0.16036,0,0.013788,1,-6.7616e-18,3.3206e-17,0,0,10.808,0
58,-0.003116,0.46203,-0.49761,-0.15095,0,0.7174,0.81166,0.062702,-0.16338,0,0,6.9179,0
58,0.032491,0.46492,-0.49123,-0.14901,0,0.82374,0.87142,0.042512,-0.11853,0,0,8.2201,0
58,0.32595,0.46797,-0.48485,-0.14708,0,0.39225,0.9342,0.021611,-0.064072,0,0,9.5391,0
58,0.87725,0.47116,-0.47847,-0.14514,0,-0.57705,1,-2.6604e-18,-2.4897e-18,0,0,10.875,0
58,-0.089082,0.27527,-0.4586,-0.24513,0,4.3104,0.81764,0.13917,-0.24,0,0,11.143,0
58,-0.16166,0.27709,-0.45272,-0.24198,0,4.633,0.87552,0.098061,-0.17332,0,0,13.155,0
58,-0.71491,0.27919,-0.44684,-0.23884,0,2.8242,0.9363,0.051671,-0.093319,0,0,15.121,0
58,-1.7488,0.28157,-0.44096,-0.2357,0,-1.1162,1,1.2404e-17,9.2723e-17,0,0,17.041,0
58,-0.050352,0.3108,-0.46587,-0.22975,0,3.9945,0.8207,0.12244,-0.22646,0,0,10.915,0
58,-0.012922,0.31299,-0.45974,-0.22673,0,3.8706,0.88034,0.084052,-0.16046,0,0,12.201,0
