Time,"DIVERGENCE","P","Points:0","Points:1","Points:2","Q","T","U","V","VORTICITY_X","VORTICITY_Y","VORTICITY_Z","W"
90,-0.058469,0.55113,-0.5175,-0.050969,0,-1.2891,0.80854,0.019727,-0.056028,0,0,2.2479,0
90,-0.071724,0.55461,-0.51086,-0.050316,0,-0.40311,0.86928,0.011115,-0.040827,0,0,2.7337,0
90,-0.22721,0.55816,-0.50423,-0.049662,0,0.0082442,0.9331,0.004539,-0.022151,0,0,3.1779,0
90,-0.52493,0.56179,-0.49759,-0.049009,0,-0.055004,1,-1.3629e-18,1.5872e-17,0,0,3.5806,0
90,-0.057249,0.55824,-0.51833,-0.033979,0,-1.5418,0.81277,0.015772,-0.034657,0,0,1.442,0
90,0.033938,0.56193,-0.51151,-0.033535,0,-0.6732,0.87502,0.007736,-0.024958,0,0,1.6812,0
90,0.022853,0.56657,-0.50468,-0.033091,0,-0.15089,0.93743,0.0024785,-0.013405,0,0,1.9036,0
90,-0.090504,0.57215,-0.49786,-0.032646,0,0.025066,1,1.9349e-18,8.0067e-18,0,0,2.1091,0
90,-0.05401,0.56237,-0.51916,-0.01699,0,-1.6236,0.81264,0.013972,-0.013525,0,0,0.59035,0
90,0.041334,0.56608,-0.51233,-0.016763,0,-0.78456,0.87493,0.0064154,-0.0096072,0,0,0.64478,0
90,0.062644,0.57074,-0.5055,-0.016537,0,-0.23211,0.93738,0.001758,-0.0050988,0,0,0.70859,0
90,0.0099179,0.57634,-0.49866,-0.01631,0,0.033755,1,2.0898e-18,1.4559e-18,0,0,0.78178,0
90,-0.04875,0.56351,-0.52,0,0,-1.5343,0.80815,0.014326,0.0073678,0,0,-0.30719,0
90,-0.049536,0.56706,-0.51333,0,0,-0.7372,0.86902,0.0071528,0.0052249,0,0,-0.37568,0
90,-0.10784,0.57067,-0.50667,0,0,-0.23541,0.93296,0.0023774,0.002769,0,0,-0.40709,0
90,-0.22366,0.57435,-0.5,0,0,-0.028936,1,-8.9811e-19,-3.7807e-18,0,0,-0.40141,0
90,-0.069677,0.51101,-0.51001,-0.10145,0,-0.44836,0.80966,0.036925,-0.11608,0,0,4.7572,0
90,-0.098888,0.51426,-0.50347,-0.10015,0,0.46435,0.87005,0.023691,-0.084387,0,0,5.7238,0
90,-0.37358,0.51762,-0.49693,-0.098846,0,0.54599,0.93349,0.011383,-0.045693,0,0,6.6451,0
90,-0.89375,0.52109,-0.49039,-0.097545,0,-0.20343,1,4.2214e-18,2.3289e-18,0,0,7.5211,0
90,-0.059246,0.52721,-0.5125,-0.084621,0,-0.84388,0.81362,0.028938,-0.095093,0,0,4.0821,0
90,0.023179,0.53072,-0.50576,-0.08351,0,-0.052323,0.87559,0.017214,-0.067935,0,0,4.6525,0
90,-0.028982,0.53518,-0.49901,-0.082399,0,0.23104,0.93772,0.0075678,-0.036238,0,0,5.1978,0
90,-0.21573,0.54059,-0.49226,-0.081288,0,0.0062199,1,5.7414e-19,1.1458e-18,0,0,5.7178,0
90,-0.047467,0.54058,-0.515,-0.067795,0,-1.1268,0.81325,0.023206,-0.075074,0,0,3.2483,0
90,0.04921,0.54417,-0.50822,-0.0669,0,-0.43503,0.87534,0.013022,-0.053415,0,0,3.6416,0
90,0.1109,0.5487,-0.50144,-0.066004,0,-0.047252,0.93759,0.0052866,-0.028391,0,0,4.0351,0
90,0.13761,0.55415,-0.49466,-0.065109,0,0.03651,1,-1.816e-18,1.677e-18,0,0,4.4289,0
